cluster,size,seed,annotation_preliminary,type_info,tree_name,annotation
1184,1,APV48220.1,IV-DeepYkr,,IV-DeepYkr.126,IV-Deep-Ykr
1185,2,RYG97073.1,IV-Non-photo,,IV-Non-photo.816,IV-NonPhoto
1186,1,KXA88671.1,Unknown,,Unknown.508,Unknown
1187,1,PHT54990.1,I-Eukaryotes,,I-Eukaryotes.92,I-CD1
1188,20,TARA_084.SAMEA2621487.5.0.22-3_500725_6,Ambiguous,"I-CD: 18, I-Eukaryotes: 2",Ambiguous.32,I-CD2
1189,1,NWJ96371.1,I-Unclassified,,I-Unclassified.13,I-CD2
1190,1,VDS11196.1,II-III,,II-III.1,II-III
1191,6,WP_139097173.1,I-E,,I-E.22,I-CD2
1192,1,GBE43454.1,I-A,,I-A.42,I-A
1193,9,WP_028931762.1,I-E,,I-E.9,I-CD2
1194,1,AAN71864.1,Unknown,,Unknown.698,I-CD1
1195,4,OYY24703.1,I-A,,I-A.69,I-A
1196,2,PHS24760.1,I-A,,I-A.63,I-A
1197,4,WP_100277765.1,Unknown,,Unknown.769,II
1198,13,CAB65367.1,I-Eukaryotes/Unknown,"Unknown: 7, I-Eukaryotes: 6",I-Eukaryotes/Unknown.84,I-CD1
1199,3,WP_011390153.1,Unknown,,Unknown.812,II
1200,3,RIFCSPHIGHO2_02_FULL_OP11_39_14_rifcsphigho2_02_scaffold_3431_21,Unknown,,Unknown.20,III
1201,4,WP_088518856.1,Unknown,,Unknown.826,II
1202,1,TAN46839.1,Unknown,,Unknown.796,II
1203,1,WP_126703635.1,Unknown,,Unknown.830,II
1204,2,MBF0094001.1,Unknown,,Unknown.808,II
1205,1526,AEE98273.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 1315, Unknown: 211",I-Eukaryotes/Unknown.39,I-CD1
1206,1,WP_005946848.1,IV-Ykr-2,,IV-Ykr-2.177,IV-Ykr-2
1207,2,NTW49490.1,IV-Photo,,IV-Photo.16,IV-Photo
1208,2,VDS11182.1,III,,III.133,III
1209,1,RBG_13_Archaea_36_9_RBG_13_scaffold_1343_4,Unknown,,Unknown.17,III
1210,1,AFP23731.1,Unknown,,Unknown.622,I-CD1
1211,1,TARA_039.SAMEA2620106.270.0.1-0.22_1669_19,Unknown,,Unknown.1072,III
1212,1,WP_140677695.1,IV-Non-photo,,IV-Non-photo.604,IV-NonPhoto
1213,1,OPY38210.1,Unknown,,Unknown.115,III
1214,1,HDN75750.1,Unknown,,Unknown.385,III
1215,2,OYT29571.1,Unknown,,Unknown.81,III
1216,3,NDA81884.1,IV-DeepYkr,,IV-DeepYkr.158,IV-Deep-Ykr
1217,2,ROR72417.1,IV-NG2,,IV-NG2.32,IV-NG2
1218,5,KTR06937.1,IV-Non-photo,,IV-Non-photo.401,IV-NonPhoto
1219,1,WP_137731196.1,IV-Non-photo,,IV-Non-photo.758,IV-NonPhoto
1220,3,WP_175193170.1,IV-Non-photo,,IV-Non-photo.550,IV-NonPhoto
1221,10,WP_109973062.1,IV-Non-photo,,IV-Non-photo.97,IV-NonPhoto
1222,2,WP_112172205.1,IV-Non-photo,,IV-Non-photo.501,IV-NonPhoto
1223,1,TARA_004.SAMEA2619376.5.0.22-1.6_2667_5,Unknown,,Unknown.1097,IV-Unknown
1224,4,WP_011941965.1,IV-Non-photo,,IV-Non-photo.807,IV-NonPhoto
1225,1,WP_158804831.1,IV-Non-photo,,IV-Non-photo.812,IV-NonPhoto
1226,1,WP_183367603.1,IV-Non-photo,,IV-Non-photo.575,IV-NonPhoto
1227,3,WP_178014747.1,IV-NG2,,IV-NG2.15,IV-NG2
1228,1,MBA4106815.1,IV-Non-photo,,IV-Non-photo.441,IV-NonPhoto
1229,13,WP_092986222.1,IV-Non-photo,,IV-Non-photo.536,IV-NonPhoto
1230,48,WP_127853529.1,IV-Non-photo,,IV-Non-photo.595,IV-NonPhoto
1231,1,RLJ03461.1,Unknown,,Unknown.270,Unknown
1232,3,TARA_039.SAMEA2620106.270.0.1-0.22_8536_3,Unknown,,Unknown.1063,Unknown
1233,1,HGW37750.1,Unknown,,Unknown.199,III
1234,2,WP_127819384.1,IV-NG2,,IV-NG2.40,IV-NG2
1235,2,TRO49499.1,Unknown,,Unknown.106,III
1236,1,TARA_070.SAMEA2621085.5.0-0.22_402_18,IV-GOS_Global,,IV-GOS_Global.105,IV-GOS
1237,1,MBA4383258.1,IV-DeepYkr,,IV-DeepYkr.190,IV-Deep-Ykr
1238,1,MBA4220968.1,IV-DeepYkr,,IV-DeepYkr.395,IV-Deep-Ykr
1239,1,PKM78364.1,IV-DeepYkr,,IV-DeepYkr.17,IV-Deep-Ykr
1240,1,WP_173766955.1,IV-DeepYkr,,IV-DeepYkr.388,IV-Deep-Ykr
1241,2,TSA49026.1,Unknown,,Unknown.471,III
1242,1,NJD32225.1,I-CD,,I-CD.26,I-CD2
1243,5,TARA_112.SAMEA2622545.155.0.22-3_1958617_3,I-CD,,I-CD.186,I-CD2
1244,1,NWG23835.1,I-CD,,I-CD.129,I-CD2
1245,14,2503564260_Pse7367DRAFT_0409_ribulose_1_5_bisphosphate_carboxylase_large_subunit__EC_4.1.1.39___IMGterm___Pseudanabaena_sp._PCC_7367___PspPCC7367_Contig107_,I-B,,I-B.18,I-B
1246,10,WP_063463833.1,I-A,,I-A.76,I-A
1247,360,AAD02080.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 322, Unknown: 38",I-Eukaryotes/Unknown.77,I-CD1
1248,3,HHI70798.1,Unknown,,Unknown.868,II
1249,1,RBG_16_OP11_37_8_RBG_16_scaffold_34109_9,Unknown,,Unknown.27,III
1250,4,WP_005960001.1,Unknown,,Unknown.829,II
1251,3,WP_011289362.1,Unknown,,Unknown.935,II
1252,1,KAF0205759.1,Unknown,,Unknown.882,II
1253,2386,AAM55997.1,Ambiguous,"I-Eukaryotes: 1984, Unknown: 400, I-B: 2",Ambiguous.4,I-CD1
1254,1,WP_006599467.1,IV-Ykr-2,,IV-Ykr-2.115,IV-Ykr-2
1255,43,AHW52086.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 37, Unknown: 6",I-Eukaryotes/Unknown.152,I-CD1
1256,1,NYT82152.1,IV-NG1,,IV-NG1.35,IV-NG1
1257,1,HIQ03182.1,Unknown,,Unknown.276,III
1258,3,TFG99348.1,IV-Ykr-2,,IV-Ykr-2.118,IV-Ykr-2
1259,3,HHI48635.1,Unknown,,Unknown.503,IV-NG3
1260,1,WP_168912097.1,IV-NG2,,IV-NG2.25,IV-NG2
1261,1,TNF52367.1,IV-Photo,,IV-Photo.80,IV-Photo
1262,1,WP_037049749.1,IV-NG3,,IV-NG3.22,IV-NG2
1263,1,VDD89130.1,III,,III.180,III
1264,1,TFG16462.1,Unknown,,Unknown.264,Unknown
1265,1,RYH04748.1,IV-Non-photo,,IV-Non-photo.728,IV-NonPhoto
1266,1,RLI98096.1,Unknown,,Unknown.155,III
1267,1,WP_184148301.1,IV-Non-photo,,IV-Non-photo.591,IV-NonPhoto
1268,1,RLI78962.1,Unknown,,Unknown.58,III
1269,1,NLL94435.1,Unknown,,Unknown.621,IV-NG3
1270,1,RLG17436.1,Unknown,,Unknown.260,III
1271,1,TET58981.1,Unknown,,Unknown.145,III
1272,1,TARA_064.SAMEA2620852.65.0-0.22_187_23,IV-GOS_Global,,IV-GOS_Global.79,IV-GOS
1273,1,WP_131616821.1,IV-DeepYkr,,IV-DeepYkr.405,IV-Deep-Ykr
1274,1,OQY79485.1,IV-DeepYkr,,IV-DeepYkr.159,IV-Deep-Ykr
1275,1,KGP75796.1,IV-DeepYkr,,IV-DeepYkr.61,IV-Deep-Ykr
1276,2,WP_128515260.1,IV-DeepYkr,,IV-DeepYkr.309,IV-Deep-Ykr
1277,1,WP_107494266.1,IV-DeepYkr,,IV-DeepYkr.382,IV-Deep-Ykr
1278,1,VDD88855.1,III,,III.168,III
1279,1,HEL44153.1,IV-Ykr-2,,IV-Ykr-2.210,IV-Ykr-2
1280,4,AAF35271.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.191,I-CD2
1281,1,ONM23707.1,I-Eukaryotes,,I-Eukaryotes.99,I-CD1
1282,6,WP_152765502.1,I-CD,,I-CD.28,I-CD2
1283,1,QOH25814.1,I-Eukaryotes,,I-Eukaryotes.36,I-CD2
1284,5,WP_010228021.1,I-E,,I-E.18,I-CD2
1285,1,WP_023171956.1,I-B,,I-B.14,I-B
1286,4,1RBL_A,I-B,,I-B.4,Unknown
1287,1,HDR53286.1,Unknown,,Unknown.560,III
1288,1,WP_054966967.1,Unknown,,Unknown.949,II
1289,7,HCV21700.1,Unknown,,Unknown.909,II
1290,8,VDD88793.1,III/Unknown,"Unknown: 5, III: 3",III/Unknown.22,III
1291,95,ABU68141.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 62, Unknown: 33",I-Eukaryotes/Unknown.128,I-CD1
1292,5,NCN88501.1,Unknown,,Unknown.833,II
1293,2,170907,I-Banda,,I-Banda.21,I-Banda
1294,7,RIFOXYC1_FULL_WS6_GWC1_33_9_rifoxyc1_full_scaffold_1554_8,III/Unknown,"Unknown: 6, III: 1",III/Unknown.4,III
1295,4,MBD3228851.1,IV-Ykr-2,,IV-Ykr-2.136,IV-Ykr-2
1296,1,TFF96873.1,IV-Ykr-2,,IV-Ykr-2.110,IV-Ykr-2
1297,1,AAF97658.1,I-Eukaryotes,,I-Eukaryotes.54,I-CD1
1298,1,WP_164654000.1,IV-Photo,,IV-Photo.72,IV-Photo
1299,29,ACR07816.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 27, Unknown: 2",I-Eukaryotes/Unknown.157,I-CD1
1300,1,VDD89076.1,III,,III.102,III
1301,2,WP_052010453.1,IV-Ykr-2,,IV-Ykr-2.163,IV-Ykr-2
1302,2,VDD88787.1,III,,III.36,III
1303,2,WP_072525474.1,IV-Ykr-2,,IV-Ykr-2.164,IV-Ykr-2
1304,5,NTU96639.1,IV-Photo,,IV-Photo.11,IV-Photo
1305,1,RLE66934.1,Unknown,,Unknown.77,III
1306,21,AAL71899.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 19, Unknown: 2",I-Eukaryotes/Unknown.1,I-CD1
1307,1,VDD88917.1,III,,III.22,III
1308,1,KUK70477.1,Unknown,,Unknown.131,III
1309,1,HGH79879.1,Unknown,,Unknown.225,III
1310,1,WP_112482113.1,IV-Ykr-2,,IV-Ykr-2.202,IV-Ykr-2
1311,3,MBU70118.1,IV-Non-photo,,IV-Non-photo.88,IV-NonPhoto
1312,1,TXT25156.1,Unknown,,Unknown.980,II
1313,1,WP_184520520.1,IV-Non-photo,,IV-Non-photo.420,IV-NonPhoto
1314,3,TARA_056.SAMEA2620666.1000.0.22-3_1060_2,IV-NG2,,IV-NG2.67,IV-NG2
1315,3,WP_115791983.1,Unknown,,Unknown.277,Unknown
1316,1,WP_096173243.1,IV-Non-photo,,IV-Non-photo.185,IV-NonPhoto
1317,4,TARA_039.SAMEA2620106.270.0.1-0.22_47_57,IV-GOS_Global,,IV-GOS_Global.46,IV-GOS
1318,2,WP_091844669.1,IV-Non-photo,,IV-Non-photo.666,IV-NonPhoto
1319,4,WP_006666558.1,Unknown,,Unknown.179,III
1320,1,NQV98135.1,IV-Non-photo,,IV-Non-photo.152,IV-NonPhoto
1321,8,WP004216495_Natrialba_magadii_ATCC_43099,Unknown,,Unknown.1027,III
1322,2,WP_026904708.1,IV-Non-photo,,IV-Non-photo.521,IV-NonPhoto
1323,1,NOZ82616.1,Unknown,,Unknown.580,IV-Unknown
1324,1,VDD88727.1,III,,III.70,III
1325,1,MBD3263370.1,Unknown,,Unknown.104,III
1326,1,VDD88765.1,Unknown,,Unknown.404,Unknown
1327,1,WP_012369336.1,IV-Ykr,,IV-Ykr.13,IV-Ykr
1328,1,TARA_007.SAMEA2591074.42.0.22-1.6_417480_1,IV-GOS_Global,,IV-GOS_Global.104,IV-GOS
1329,1,WP_146953894.1,IV-DeepYkr,,IV-DeepYkr.295,IV-Deep-Ykr
1330,1,PYO84267.1,IV-DeepYkr,,IV-DeepYkr.265,IV-Deep-Ykr
1331,1,WP_135451185.1,IV-DeepYkr,,IV-DeepYkr.372,IV-Deep-Ykr
1332,1,TVR19207.1,IV-DeepYkr,,IV-DeepYkr.137,IV-Deep-Ykr
1333,2,ANX05372.1,IV-DeepYkr,,IV-DeepYkr.345,IV-Deep-Ykr
1334,1,WP_119361142.1,IV-DeepYkr,,IV-DeepYkr.188,IV-Deep-Ykr
1335,2,WP_006667870.1,IV-Ykr,,IV-Ykr.26,IV-Ykr
1336,2,CAA6604222.1,IV-DeepYkr,,IV-DeepYkr.227,IV-Deep-Ykr
1337,4,KPF53331.1,I-CD,,I-CD.115,I-CD2
1338,5,WP_129627234.1,I-G,,I-G.2,I-CD2
1339,6,OJY53261.1,I-E,,I-E.37,I-CD2
1340,5,QJX14036.1,Unknown,,Unknown.615,I-CD1
1341,7,WP_101538119.1,I-A,,I-A.77,I-A
1342,1,MBE7528243.1,I-Banda,,I-Banda.5,I-Banda
1343,2,KXS32221.1,Unknown,,Unknown.936,II
1344,7,WP_028486931.1,II/Unknown,"Unknown: 6, II: 1",II/Unknown.8,II
1345,2,WP_134133152.1,IV-NG2,,IV-NG2.6,IV-NG2
1346,110,QKX45444.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 83, Unknown: 27",I-Eukaryotes/Unknown.143,I-CD1
1347,9,WP_088885583.1,Unknown,,Unknown.405,III
1348,1,PHT97483.1,I-Eukaryotes,,I-Eukaryotes.104,I-A
1349,2,TFG27408.1,IV-Ykr-2,,IV-Ykr-2.141,IV-Ykr-2
1350,9,ABY74012.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 8, Unknown: 1",I-Eukaryotes/Unknown.130,I-CD1
1351,4,NTV05553.1,IV-Photo,,IV-Photo.42,IV-Photo
1352,2,RIFCSPLOWO2_02_FULL_Deltaproteobacteria_46_8_rifcsplowo2_02_scaffold_32024_19,IV-Photo,,IV-Photo.3,IV-Photo
1353,1,RZL57558.1,IV-Non-photo,,IV-Non-photo.571,IV-NonPhoto
1354,1,PKL69180.1,Unknown,,Unknown.107,III
1355,324,AXS63309.1,Ambiguous,"I-Eukaryotes: 304, Unknown: 18, I-CD: 2",Ambiguous.21,I-CD2
1356,1,WP_138327386.1,IV-Non-photo,,IV-Non-photo.349,IV-NonPhoto
1357,2,GHC75597.1,IV-Non-photo,,IV-Non-photo.770,IV-NonPhoto
1358,1,HHS41988.1,IV-Non-photo,,IV-Non-photo.50,IV-NonPhoto
1359,1,WP_029010986.1,IV-Non-photo,,IV-Non-photo.660,IV-NonPhoto
1360,2,NVM44200.1,Unknown,,Unknown.176,III
1361,1,WP_028709069.1,IV-Ykr-2,,IV-Ykr-2.191,IV-Ykr-2
1362,1,HGF50225.1,Unknown,,Unknown.357,Unknown
1363,2,WP_066480112.1,IV-Non-photo,,IV-Non-photo.530,IV-NonPhoto
1364,1,WP_104520621.1,IV-Non-photo,,IV-Non-photo.96,IV-NonPhoto
1365,2,WP_140941430.1,IV-Non-photo,,IV-Non-photo.203,IV-NonPhoto
1366,1,VVB83719.1,Unknown,,Unknown.163,III
1367,1,NBR33864.1,IV-Non-photo,,IV-Non-photo.658,IV-NonPhoto
1368,1,WP_091548945.1,IV-Non-photo,,IV-Non-photo.662,IV-NonPhoto
1369,1,WP_153734910.1,IV-NG1,,IV-NG1.32,IV-NG1
1370,1,WP_123214242.1,IV-Non-photo,,IV-Non-photo.210,IV-NonPhoto
1371,1,WP_187342327.1,IV-Non-photo,,IV-Non-photo.395,IV-NonPhoto
1372,1,HGG69015.1,Unknown,,Unknown.234,III
1373,1,KYH36691.1,Unknown,,Unknown.294,III
1374,1,RLI03651.1,Unknown,,Unknown.226,III
1375,2,WP_084568681.1,IV-DeepYkr,,IV-DeepYkr.22,IV-Deep-Ykr
1376,65,QGX89930.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 58, Unknown: 7",I-Eukaryotes/Unknown.186,I-CD1
1377,2,VDD88947.1,III,,III.83,III
1378,1,PHU11611.1,I-Eukaryotes,,I-Eukaryotes.112,I-CD1
1379,6,TARA_123.SAMEA2622710.5.0.22-3_1400116_8,IV-GOS_Global,,IV-GOS_Global.120,IV-GOS
1380,3,WP_027834068.1,IV-DeepYkr,,IV-DeepYkr.415,IV-Deep-Ykr
1381,2,HGO60354.1,IV-DeepYkr,,IV-DeepYkr.287,IV-Deep-Ykr
1382,1,TDI45517.1,IV-DeepYkr,,IV-DeepYkr.229,IV-Deep-Ykr
1383,3,ABM61255.1,IV-DeepYkr,,IV-DeepYkr.144,IV-Deep-Ykr
1384,2,PYP51811.1,IV-DeepYkr,,IV-DeepYkr.283,IV-Deep-Ykr
1385,4,VDD88951.1,III/Unknown,"Unknown: 2, III: 2",III/Unknown.25,III
1386,1,KHN06855.1,I-Eukaryotes,,I-Eukaryotes.108,III
1387,2,OGO58131.1,I-CD,,I-CD.109,I-CD2
1388,7,EWS53146.1,I-CD,,I-CD.124,I-CD2
1389,6,WP_179785890.1,I-E,,I-E.36,I-CD2
1390,2,MBA3256562.1,I-CD,,I-CD.24,I-CD2
1391,6,WP_011925328.1,I-A,,I-A.17,I-A
1392,5,YP_778601.1,I-Eukaryotes,,I-Eukaryotes.6,I-CD1
1393,26,WP_090539756.1,I-A,,I-A.49,I-A
1394,16,WP_074929473.1,I-A,,I-A.41,I-A
1395,3,VDS11198.1,III,,III.205,III
1396,67,QJX14022.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 55, Unknown: 12",I-Eukaryotes/Unknown.126,I-CD1
1397,8,BAF45339.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 6, Unknown: 2",I-Eukaryotes/Unknown.44,I-CD2
1398,1,NJD08133.1,Unknown,,Unknown.851,II
1399,64,ACD43601.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 58, Unknown: 6",I-Eukaryotes/Unknown.101,I-CD2
1400,128,BAD20630.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 116, Unknown: 12",I-Eukaryotes/Unknown.23,I-CD1
1401,1,HHP05817.1,Unknown,,Unknown.415,III
1402,2,VDD89088.1,III,,III.3,III
1403,4,WP_025282307.1,IV-Photo,,IV-Photo.49,IV-Photo
1404,3,OPX71027.1,Unknown,,Unknown.143,III
1405,1,PWI48176.1,Unknown,,Unknown.215,III
1406,1,HGS80205.1,Unknown,,Unknown.380,III
1407,1,WP_123299447.1,IV-Non-photo,,IV-Non-photo.128,IV-NonPhoto
1408,1,WP_173935204.1,IV-Non-photo,,IV-Non-photo.337,IV-NonPhoto
1409,1,WP_180285986.1,IV-Non-photo,,IV-Non-photo.279,IV-NonPhoto
1410,1,WP_092501847.1,IV-NG3,,IV-NG3.20,IV-NG2
1411,2,RZM03085.1,IV-Non-photo,,IV-Non-photo.457,IV-NonPhoto
1412,2,OGF34049.1,Unknown,,Unknown.417,Unknown
1413,1,TARA_037.SAMEA2619974.600.0.1-0.22_3339_23,Unknown,,Unknown.1058,III
1414,1,WP_076236193.1,IV-NG1,,IV-NG1.44,IV-NG1
1415,1,WP_114509096.1,IV-Non-photo,,IV-Non-photo.325,IV-NonPhoto
1416,2,WP_178917033.1,Unknown,,Unknown.219,III
1417,2,WP_117363742.1,Unknown,,Unknown.134,III
1418,5,WP_152942657.1,Unknown,,Unknown.197,III
1419,4,AFJ96189.2,I-Eukaryotes/Unknown,"Unknown: 2, I-Eukaryotes: 2",I-Eukaryotes/Unknown.158,I-CD1
1420,1,WP_011481070.1,IV-Non-photo,,IV-Non-photo.657,IV-NonPhoto
1421,2,NLT37924.1,Unknown,,Unknown.591,IV-NG3
1422,1,MBE6527113.1,Unknown,,Unknown.554,IV-NG3
1423,1,VDD89200.1,III,,III.172,III
1424,1,NLO77945.1,Unknown,,Unknown.509,IV-NG3
1425,6,RifSed_csp2_13ft_2_scaffold_265688_2|RifSed_csp2_13ft_2_UNK|RifSed_csp2_13ft_2,I-Banda,,I-Banda.19,I-Banda
1426,1,HID42802.1,Unknown,,Unknown.138,III
1427,2,TARA_085.SAMEA2621551.790.0.22-3_2613530_5,IV-DeepYkr,,IV-DeepYkr.484,IV-Deep-Ykr
1428,3,WP_188676780.1,IV-DeepYkr,,IV-DeepYkr.424,IV-Deep-Ykr
1429,2,WP_114010769.1,IV-DeepYkr,,IV-DeepYkr.465,IV-Deep-Ykr
1430,1,MBD3305177.1,IV-DeepYkr,,IV-DeepYkr.44,IV-Deep-Ykr
1431,2,PYP32129.1,IV-DeepYkr,,IV-DeepYkr.219,IV-Deep-Ykr
1432,1,TARA_038.SAMEA2620021.25.0.22-1.6_1650332_4,IV-DeepYkr,,IV-DeepYkr.482,IV-Deep-Ykr
1433,1,VDD89219.1,III,,III.97,III
1434,1,WP_119280414.1,IV-DeepYkr,,IV-DeepYkr.84,IV-Deep-Ykr
1435,1,AAA75030.1,Unknown,,Unknown.967,I-CD2
1436,13,WP_182705919.1,I-E,,I-E.10,I-CD2
1437,226,AEY80413.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 205, Unknown: 21",I-Eukaryotes/Unknown.117,I-CD2
1438,1,VDS11133.1,III,,III.204,III
1439,1,NLZ24186.1,Unknown,,Unknown.664,II-III
1440,1,NYZ77702.1,Unknown,,Unknown.568,III
1441,1,NOY62400.1,Unknown,,Unknown.876,II
1442,2,MBF0392146.1,Unknown,,Unknown.900,II
1443,3,AFW99929.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 2, Unknown: 1",I-Eukaryotes/Unknown.139,I-CD2
1444,1,RKL61337.1,IV-Ykr-2,,IV-Ykr-2.154,IV-Ykr-2
1445,61,AKA95267.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 52, Unknown: 9",I-Eukaryotes/Unknown.144,I-CD2
1446,1,MBE6021464.1,IV-Ykr-2,,IV-Ykr-2.108,IV-Ykr-2
1447,2,VDD88867.1,III,,III.35,III
1448,1,KUK32407.1,IV-Ykr-2,,IV-Ykr-2.32,IV-Ykr-2
1449,1,NWG38211.1,Unknown,,Unknown.248,III
1450,1,NCA68587.1,IV-Photo,,IV-Photo.58,IV-Photo
1451,3,WP_083589914.1,IV-Non-photo,,IV-Non-photo.478,IV-NonPhoto
1452,1,WP_118134483.1,IV-Non-photo,,IV-Non-photo.449,IV-NonPhoto
1453,1,WP_122263911.1,IV-NG3,,IV-NG3.15,IV-NG2
1454,1,WP_137099259.1,IV-Non-photo,,IV-Non-photo.387,IV-NonPhoto
1455,6,MBP07378.1,IV-Non-photo/Unknown,"IV-Non-photo: 4, Unknown: 2",IV-Non-photo/Unknown.1,IV-NonPhoto
1456,4,WP_051255414.1,IV-Non-photo,,IV-Non-photo.687,IV-NonPhoto
1457,1,WP_106555782.1,IV-Non-photo,,IV-Non-photo.314,IV-NonPhoto
1458,1,HAV63947.1,IV-Non-photo,,IV-Non-photo.520,IV-NonPhoto
1459,1,WP_085835573.1,IV-Non-photo,,IV-Non-photo.192,IV-NonPhoto
1460,2,WP_106596465.1,IV-Non-photo,,IV-Non-photo.500,IV-NonPhoto
1461,3,VDD89035.1,III,,III.123,III
1462,2,WP_116531542.1,IV-Non-photo,,IV-Non-photo.39,IV-NonPhoto
1463,37,BAJ16820.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 31, Unknown: 6",I-Eukaryotes/Unknown.50,I-CD1
1464,1,NND33503.1,IV-Non-photo,,IV-Non-photo.220,IV-NonPhoto
1465,5,WP_132659200.1,IV-Non-photo,,IV-Non-photo.531,IV-NonPhoto
1466,3,WP_136056197.1,IV-NG2,,IV-NG2.35,IV-NG2
1467,1,VDD88763.1,III,,III.127,III
1468,1,HIJ00420.1,Unknown,,Unknown.558,IV-NG3
1469,3,WP_131606428.1,IV-Non-photo,,IV-Non-photo.569,IV-NonPhoto
1470,1,WP_062091683.1,IV-Non-photo,,IV-Non-photo.336,IV-NonPhoto
1471,2,TARA_140.SAMEA2623426.5.0.22-3_1642018_4,IV-GOS_Global,,IV-GOS_Global.82,IV-GOS
1472,5,PLU62032.1,IV-Non-photo/Unknown,"IV-Non-photo: 4, Unknown: 1",IV-Non-photo/Unknown.7,IV-NonPhoto
1473,2,QHK16799.1,Unknown,,Unknown.572,IV-NG3
1474,1,RLJ07768.1,Unknown,,Unknown.439,III
1475,1,WP_086636855.1,Unknown,,Unknown.470,IV-NG3
1476,3,HBN31738.1,Unknown,,Unknown.972,II
1477,6,AEB91274.1,I-Eukaryotes,,I-Eukaryotes.44,I-CD2
1478,1,NLG15876.1,IV-DeepYkr,,IV-DeepYkr.162,IV-Deep-Ykr
1479,1,WP_038671795.1,IV-DeepYkr,,IV-DeepYkr.43,IV-Deep-Ykr
1480,2,AAQ24811.1,Unknown,,Unknown.671,I-CD1
1481,4,AQL58919.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.197,I-CD1
1482,5,VDD89174.1,II-III/Unknown,"II-III: 3, Unknown: 2",II-III/Unknown.5,II-III
1483,3,HFG21894.1,IV-DeepYkr,,IV-DeepYkr.117,IV-Deep-Ykr
1484,1,MTI87087.1,IV-DeepYkr,,IV-DeepYkr.127,IV-Deep-Ykr
1485,12,AFS89499.1,I-Eukaryotes,,I-Eukaryotes.37,I-CD2
1486,1,PKL59160.1,Unknown,,Unknown.611,IV-NG3
1487,1,CBL42920.1,IV-DeepYkr,,IV-DeepYkr.99,IV-Deep-Ykr
1488,1,WP_029921373.1,I-CD,,I-CD.166,I-CD2
1489,3,PCI78303.1,I-CD/Unknown,"I-CD: 2, Unknown: 1",I-CD/Unknown.3,I-CD2
1490,2,MSO95382.1,I-F,,I-F.8,I-CD2
1491,1,TVR64812.1,I-CD,,I-CD.105,I-CD2
1492,1,RAAC1_SR1_new_C00001G00647,Unknown,,Unknown.1038,II-III
1493,2,WP_162492757.1,I-New,,I-New.12,I-NG1
1494,2,NNN13291.1,I-E,,I-E.27,I-CD2
1495,1,WP_035388740.1,I-CD,,I-CD.97,I-CD2
1496,13,WP_018912874.1,I-A,,I-A.43,I-A
1497,2,PXY71499.1,Unknown,,Unknown.603,III
1498,3,PCJ73671.1,Unknown,,Unknown.954,II
1499,3,CAA6604118.1,Unknown,,Unknown.957,II
1500,2,HFD32838.1,Unknown,,Unknown.970,II
1501,2,MBE9549599.1,Unknown,,Unknown.968,II
1502,3,CCY12711.1,IV-Ykr-2,,IV-Ykr-2.181,IV-Ykr-2
1503,5,WP_024733846.1,IV-Ykr-2,,IV-Ykr-2.192,IV-Ykr-2
1504,1,WP_118732862.1,IV-Ykr-2,,IV-Ykr-2.194,IV-Ykr-2
1505,1,OYT62983.1,Unknown,,Unknown.474,IV-NG3
1506,1,WP_091832658.1,IV-Ykr-2,,IV-Ykr-2.78,IV-Ykr-2
1507,1,WP_013562663.1,Unknown,,Unknown.390,III
1508,2,WP_088863023.1,Unknown,,Unknown.394,III
1509,2,TET57546.1,IV-Ykr-2,,IV-Ykr-2.88,IV-Ykr-2
1510,7,BAD86479_Thermococcus_kodakaraensis_KOD1_III,Unknown,,Unknown.1021,III
1511,1,HES91551.1,IV-Ykr-2,,IV-Ykr-2.139,IV-Ykr-2
1512,3,WP_071541488.1,IV-Ykr-2,,IV-Ykr-2.40,IV-Ykr-2
1513,1,EHM01759.1,IV-Non-photo,,IV-Non-photo.600,IV-NonPhoto
1514,1,VDD89054.1,III,,III.24,III
1515,1,WP_148074219.1,IV-Non-photo,,IV-Non-photo.322,IV-NonPhoto
1516,103,AAK01010.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 85, Unknown: 18",I-Eukaryotes/Unknown.103,I-CD2
