cluster,size,seed,type,type_info,tree_name
1380,3,WP_027834068.1,IV-DeepYkr,,IV-DeepYkr.415
1381,2,HGO60354.1,IV-DeepYkr,,IV-DeepYkr.287
1382,1,TDI45517.1,IV-DeepYkr,,IV-DeepYkr.229
1383,3,ABM61255.1,IV-DeepYkr,,IV-DeepYkr.144
1384,2,PYP51811.1,IV-DeepYkr,,IV-DeepYkr.283
1385,4,VDD88951.1,III/Unknown,"Unknown: 2, III: 2",III/Unknown.25
1386,1,KHN06855.1,I-Eukaryotes,,I-Eukaryotes.108
1387,2,OGO58131.1,I-CD,,I-CD.109
1388,7,EWS53146.1,I-CD,,I-CD.124
1389,6,WP_179785890.1,I-E,,I-E.36
1390,2,MBA3256562.1,I-CD,,I-CD.24
1391,6,WP_011925328.1,I-A,,I-A.17
1392,5,YP_778601.1,I-Eukaryotes,,I-Eukaryotes.6
1393,26,WP_090539756.1,I-A,,I-A.49
1394,16,WP_074929473.1,I-A,,I-A.41
1395,3,VDS11198.1,III,,III.205
1396,67,QJX14022.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 55, Unknown: 12",I-Eukaryotes/Unknown.126
1397,8,BAF45339.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 6, Unknown: 2",I-Eukaryotes/Unknown.44
1398,1,NJD08133.1,Unknown,,Unknown.851
1399,64,ACD43601.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 58, Unknown: 6",I-Eukaryotes/Unknown.101
1400,128,BAD20630.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 116, Unknown: 12",I-Eukaryotes/Unknown.23
1401,1,HHP05817.1,Unknown,,Unknown.415
1402,2,VDD89088.1,III,,III.3
1403,4,WP_025282307.1,IV-Photo,,IV-Photo.49
1404,3,OPX71027.1,Unknown,,Unknown.143
1405,1,PWI48176.1,Unknown,,Unknown.215
1406,1,HGS80205.1,Unknown,,Unknown.380
1407,1,WP_123299447.1,IV-Non-photo,,IV-Non-photo.128
1408,1,WP_173935204.1,IV-Non-photo,,IV-Non-photo.337
1409,1,WP_180285986.1,IV-Non-photo,,IV-Non-photo.279
1410,1,WP_092501847.1,IV-NG3,,IV-NG3.20
1411,2,RZM03085.1,IV-Non-photo,,IV-Non-photo.457
1412,2,OGF34049.1,Unknown,,Unknown.417
1413,1,TARA_037.SAMEA2619974.600.0.1-0.22_3339_23,Unknown,,Unknown.1058
1414,1,WP_076236193.1,IV-NG1,,IV-NG1.44
1415,1,WP_114509096.1,IV-Non-photo,,IV-Non-photo.325
1416,2,WP_178917033.1,Unknown,,Unknown.219
1417,2,WP_117363742.1,Unknown,,Unknown.134
1418,5,WP_152942657.1,Unknown,,Unknown.197
1419,4,AFJ96189.2,I-Eukaryotes/Unknown,"Unknown: 2, I-Eukaryotes: 2",I-Eukaryotes/Unknown.158
1420,1,WP_011481070.1,IV-Non-photo,,IV-Non-photo.657
1421,2,NLT37924.1,Unknown,,Unknown.591
1422,1,MBE6527113.1,Unknown,,Unknown.554
1423,1,VDD89200.1,III,,III.172
1424,1,NLO77945.1,Unknown,,Unknown.509
1425,6,RifSed_csp2_13ft_2_scaffold_265688_2|RifSed_csp2_13ft_2_UNK|RifSed_csp2_13ft_2,I-Banda,,I-Banda.19
1426,1,HID42802.1,Unknown,,Unknown.138
1427,2,TARA_085.SAMEA2621551.790.0.22-3_2613530_5,IV-DeepYkr,,IV-DeepYkr.484
1428,3,WP_188676780.1,IV-DeepYkr,,IV-DeepYkr.424
1429,2,WP_114010769.1,IV-DeepYkr,,IV-DeepYkr.465
1430,1,MBD3305177.1,IV-DeepYkr,,IV-DeepYkr.44
1431,2,PYP32129.1,IV-DeepYkr,,IV-DeepYkr.219
1432,1,TARA_038.SAMEA2620021.25.0.22-1.6_1650332_4,IV-DeepYkr,,IV-DeepYkr.482
1433,1,VDD89219.1,III,,III.97
1434,1,WP_119280414.1,IV-DeepYkr,,IV-DeepYkr.84
1435,1,AAA75030.1,Unknown,,Unknown.967
1436,13,WP_182705919.1,I-E,,I-E.10
1437,226,AEY80413.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 205, Unknown: 21",I-Eukaryotes/Unknown.117
1438,1,VDS11133.1,III,,III.204
1439,1,NLZ24186.1,Unknown,,Unknown.664
1440,1,NYZ77702.1,Unknown,,Unknown.568
1441,1,NOY62400.1,Unknown,,Unknown.876
1442,2,MBF0392146.1,Unknown,,Unknown.900
1443,3,AFW99929.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 2, Unknown: 1",I-Eukaryotes/Unknown.139
1444,1,RKL61337.1,IV-Ykr-2,,IV-Ykr-2.154
1445,61,AKA95267.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 52, Unknown: 9",I-Eukaryotes/Unknown.144
1446,1,MBE6021464.1,IV-Ykr-2,,IV-Ykr-2.108
1447,2,VDD88867.1,III,,III.35
1448,1,KUK32407.1,IV-Ykr-2,,IV-Ykr-2.32
1449,1,NWG38211.1,Unknown,,Unknown.248
1450,1,NCA68587.1,IV-Photo,,IV-Photo.58
1451,3,WP_083589914.1,IV-Non-photo,,IV-Non-photo.478
1452,1,WP_118134483.1,IV-Non-photo,,IV-Non-photo.449
1453,1,WP_122263911.1,IV-NG3,,IV-NG3.15
1454,1,WP_137099259.1,IV-Non-photo,,IV-Non-photo.387
1455,6,MBP07378.1,IV-Non-photo/Unknown,"IV-Non-photo: 4, Unknown: 2",IV-Non-photo/Unknown.1
1456,4,WP_051255414.1,IV-Non-photo,,IV-Non-photo.687
1457,1,WP_106555782.1,IV-Non-photo,,IV-Non-photo.314
1458,1,HAV63947.1,IV-Non-photo,,IV-Non-photo.520
1459,1,WP_085835573.1,IV-Non-photo,,IV-Non-photo.192
1460,2,WP_106596465.1,IV-Non-photo,,IV-Non-photo.500
1461,3,VDD89035.1,III,,III.123
1462,2,WP_116531542.1,IV-Non-photo,,IV-Non-photo.39
1463,37,BAJ16820.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 31, Unknown: 6",I-Eukaryotes/Unknown.50
1464,1,NND33503.1,IV-Non-photo,,IV-Non-photo.220
1465,5,WP_132659200.1,IV-Non-photo,,IV-Non-photo.531
1466,3,WP_136056197.1,IV-NG2,,IV-NG2.35
1467,1,VDD88763.1,III,,III.127
1468,1,HIJ00420.1,Unknown,,Unknown.558
1469,3,WP_131606428.1,IV-Non-photo,,IV-Non-photo.569
1470,1,WP_062091683.1,IV-Non-photo,,IV-Non-photo.336
1471,2,TARA_140.SAMEA2623426.5.0.22-3_1642018_4,IV-GOS_Global,,IV-GOS_Global.82
1472,5,PLU62032.1,IV-Non-photo/Unknown,"IV-Non-photo: 4, Unknown: 1",IV-Non-photo/Unknown.7
1473,2,QHK16799.1,Unknown,,Unknown.572
1474,1,RLJ07768.1,Unknown,,Unknown.439
1475,1,WP_086636855.1,Unknown,,Unknown.470
1476,3,HBN31738.1,Unknown,,Unknown.972
1477,6,AEB91274.1,I-Eukaryotes,,I-Eukaryotes.44
1478,1,NLG15876.1,IV-DeepYkr,,IV-DeepYkr.162
1479,1,WP_038671795.1,IV-DeepYkr,,IV-DeepYkr.43
1480,2,AAQ24811.1,Unknown,,Unknown.671
1481,4,AQL58919.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.197
1482,5,VDD89174.1,II-III/Unknown,"II-III: 3, Unknown: 2",II-III/Unknown.5
1483,3,HFG21894.1,IV-DeepYkr,,IV-DeepYkr.117
1484,1,MTI87087.1,IV-DeepYkr,,IV-DeepYkr.127
1485,12,AFS89499.1,I-Eukaryotes,,I-Eukaryotes.37
1486,1,PKL59160.1,Unknown,,Unknown.611
1487,1,CBL42920.1,IV-DeepYkr,,IV-DeepYkr.99
1488,1,WP_029921373.1,I-CD,,I-CD.166
1489,3,PCI78303.1,I-CD/Unknown,"I-CD: 2, Unknown: 1",I-CD/Unknown.3
1490,2,MSO95382.1,I-F,,I-F.8
1491,1,TVR64812.1,I-CD,,I-CD.105
1492,1,RAAC1_SR1_new_C00001G00647,Unknown,,Unknown.1038
1493,2,WP_162492757.1,I-New,,I-New.12
1494,2,NNN13291.1,I-E,,I-E.27
1495,1,WP_035388740.1,I-CD,,I-CD.97
1496,13,WP_018912874.1,I-A,,I-A.43
1497,2,PXY71499.1,Unknown,,Unknown.603
1498,3,PCJ73671.1,Unknown,,Unknown.954
1499,3,CAA6604118.1,Unknown,,Unknown.957
1500,2,HFD32838.1,Unknown,,Unknown.970
1501,2,MBE9549599.1,Unknown,,Unknown.968
1502,3,CCY12711.1,IV-Ykr-2,,IV-Ykr-2.181
1503,5,WP_024733846.1,IV-Ykr-2,,IV-Ykr-2.192
1504,1,WP_118732862.1,IV-Ykr-2,,IV-Ykr-2.194
1505,1,OYT62983.1,Unknown,,Unknown.474
1506,1,WP_091832658.1,IV-Ykr-2,,IV-Ykr-2.78
1507,1,WP_013562663.1,Unknown,,Unknown.390
1508,2,WP_088863023.1,Unknown,,Unknown.394
1509,2,TET57546.1,IV-Ykr-2,,IV-Ykr-2.88
1510,7,BAD86479_Thermococcus_kodakaraensis_KOD1_III,Unknown,,Unknown.1021
1511,1,HES91551.1,IV-Ykr-2,,IV-Ykr-2.139
1512,3,WP_071541488.1,IV-Ykr-2,,IV-Ykr-2.40
1513,1,EHM01759.1,IV-Non-photo,,IV-Non-photo.600
1514,1,VDD89054.1,III,,III.24
1515,1,WP_148074219.1,IV-Non-photo,,IV-Non-photo.322
1516,103,AAK01010.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 85, Unknown: 18",I-Eukaryotes/Unknown.103
1517,2,WP_172131297.1,IV-Non-photo,,IV-Non-photo.580
1518,1,WP_054144536.1,IV-Non-photo,,IV-Non-photo.497
1519,3,WP_135961898.1,IV-Non-photo,,IV-Non-photo.197
1520,1,WP_184571898.1,IV-Non-photo,,IV-Non-photo.254
1521,1,WP_161768615.1,IV-Non-photo,,IV-Non-photo.697
1522,3,TARA_041.SAMEA2620217.60.0.22-1.6_790379_5,IV-GOS_Global,,IV-GOS_Global.22
1523,1,WP_138484337.1,IV-Non-photo,,IV-Non-photo.276
1524,1,WP_149342279.1,IV-Non-photo,,IV-Non-photo.681
1525,1,WP_019534336.1,IV-NG1,,IV-NG1.63
1526,1,WP_105726293.1,IV-Non-photo,,IV-Non-photo.608
1527,1,WP_183968272.1,IV-Non-photo,,IV-Non-photo.311
1528,1,WP_119896768.1,IV-Non-photo,,IV-Non-photo.703
1529,1,WP_114793339.1,IV-Non-photo,,IV-Non-photo.85
1530,1,WP_089387949.1,IV-Non-photo,,IV-Non-photo.691
1531,1,PIZ99488.1,Unknown,,Unknown.504
1532,5,AVR53314.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 4, Unknown: 1",I-Eukaryotes/Unknown.123
1533,2,WP_003181075.1,IV-Ykr,,IV-Ykr.5
1534,2,ACD87056.1,Unknown,,Unknown.688
1535,1,TARA_123.SAMEA2622736.150.0.1-0.22_389732_5,IV-GOS_Global,,IV-GOS_Global.102
1536,2,KAA0212256.1,IV-DeepYkr,,IV-DeepYkr.476
1537,2,VDD88843.1,III,,III.49
1538,2,WP_011389751.1,IV-DeepYkr,,IV-DeepYkr.360
1539,1,MSO71919.1,IV-DeepYkr,,IV-DeepYkr.160
1540,4,WP_011983112.1,IV-DeepYkr,,IV-DeepYkr.198
1541,1,TMA29206.1,IV-DeepYkr,,IV-DeepYkr.262
1542,1,WP_110785025.1,IV-DeepYkr,,IV-DeepYkr.458
1543,4,WP_114649166.1,IV-DeepYkr,,IV-DeepYkr.320
1544,7,APQ47734.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 6, Unknown: 1",I-Eukaryotes/Unknown.196
1545,1,VDD89221.1,III,,III.154
1546,1,ACX49120.1,I-A,,I-A.91
1547,1,TVP51040.1,I-CD,,I-CD.169
1548,2,WP_081127112.1,I-CD,,I-CD.98
1549,19,TARA_123.SAMEA2622710.5.0.22-3_768348_8,Ambiguous,"I-CD: 12, I-Eukaryotes: 5, Unknown: 2",Ambiguous.29
1550,2,OGG30932.1,Unknown,,Unknown.610
1551,7,AAM45877.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 2",I-Eukaryotes/Unknown.56
1552,2,HIJ99602.1,Unknown,,Unknown.691
1553,703,AAC72997.1,Ambiguous,"I-Eukaryotes: 585, Unknown: 116, I-B: 2",Ambiguous.18
1554,1,VDD88862.1,III,,III.207
1555,1,PHU15862.1,I-Eukaryotes,,I-Eukaryotes.116
1556,1,WP_009149320.1,Unknown,,Unknown.901
1557,2,TSA07540.1,Unknown,,Unknown.804
1558,1,HFB65469.1,Unknown,,Unknown.751
1559,1,NCA88754.1,IV-Photo,,IV-Photo.59
1560,1,RMF31056.1,I-Banda,,I-Banda.2
1561,4,ACD65_PER,Unknown,,Unknown.1034
1562,1,WP_044418063.1,IV-Photo,,IV-Photo.44
1563,1,WP_085485154.1,IV-Non-photo,,IV-Non-photo.81
1564,1,VDD88752.1,III,,III.68
1565,1,WP_157691050.1,IV-Non-photo,,IV-Non-photo.5
1566,1,VDD89007.1,III,,III.64
1567,1,ODT65362.1,IV-Non-photo,,IV-Non-photo.788
1568,1,WP_186359795.1,IV-NG3,,IV-NG3.23
1569,1,WP_145813909.1,IV-NG2,,IV-NG2.7
1570,8,WP_056535244.1,IV-Non-photo,,IV-Non-photo.639
1571,1,WP_155094890.1,IV-Non-photo,,IV-Non-photo.391
1572,1,MBE2213659.1,IV-Non-photo,,IV-Non-photo.647
1573,2,WP_027474108.1,IV-Non-photo,,IV-Non-photo.771
1574,1,RLI90645.1,Unknown,,Unknown.154
1575,3,GBE17764.1,Unknown,,Unknown.286
1576,1,OYT26627.1,Unknown,,Unknown.244
1577,1,BAZ41914.1,IV-Ykr,,IV-Ykr.20
1578,3,TKB84392.1,IV-DeepYkr,,IV-DeepYkr.374
1579,1,WP_034959586.1,IV-DeepYkr,,IV-DeepYkr.183
1580,1,WP_068559387.1,IV-DeepYkr,,IV-DeepYkr.14
1581,11,AAM91023.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 8, Unknown: 3",I-Eukaryotes/Unknown.83
1582,1,HGF82803.1,Unknown,,Unknown.316
1583,1,WP_112310563.1,IV-DeepYkr,,IV-DeepYkr.361
1584,2,HDS11136.1,Unknown,,Unknown.550
1585,1,WP_011442107.1,IV-DeepYkr,,IV-DeepYkr.370
1586,4,VDD88868.1,III/Unknown,"Unknown: 2, III: 2",III/Unknown.16
1587,1,MBA3892209.1,IV-DeepYkr,,IV-DeepYkr.442
1588,2,BAG11482.1,I-Eukaryotes,,I-Eukaryotes.62
1589,2,TARA_082.SAMEA2621423.40.0.22-3_761946_7,IV-Non-photo,,IV-Non-photo.830
1590,1,VDD88844.1,III,,III.159
1591,2,KAF3618740.1,I-Eukaryotes,,I-Eukaryotes.103
1592,1,PHT27478.1,I-Eukaryotes,,I-Eukaryotes.111
1593,5,TARA_048.SAMEA2620404.5.0.22-1.6_1706698_3,Ambiguous,"I-CD: 3, I-Eukaryotes: 2",Ambiguous.27
1594,2,GAN77260.1,I-CD,,I-CD.122
1595,1,MBC7085561.1,Unknown,,Unknown.695
1596,1,WP_046470583.1,I-E,,I-E.13
1597,2,WP_130512522.1,I-E,,I-E.17
1598,5,RMG34467.1,Unknown,,Unknown.787
1599,2,PCI64930.1,I-A,,I-A.29
1600,141,YP_009724427.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 120, Unknown: 21",I-Eukaryotes/Unknown.82
1601,2,KPJ80878.1,I-CD,,I-CD.71
1602,1,AAN71863.1,I-Eukaryotes,,I-Eukaryotes.25
1603,5,MRR51683.1,Unknown,,Unknown.774
1604,7,WP_150430390.1,Unknown,,Unknown.926
1605,2,MBA3019742.1,Unknown,,Unknown.904
1606,1,NHJ02601.1,IV-Ykr-2,,IV-Ykr-2.206
1607,1,VDD89220.1,III,,III.182
1608,1,RLG41132.1,Unknown,,Unknown.391
1609,1,WP_011752890.1,Unknown,,Unknown.443
1610,1,VDD88779.1,II-III,,II-III.5
1611,1,HHY88704.1,IV-Ykr-2,,IV-Ykr-2.96
1612,1,RBG_13_Nitrospira_39_12_RBG_13_scaffold_5114_2,Unknown,,Unknown.28
1613,1,NIN95198.1,IV-Ykr-2,,IV-Ykr-2.31
1614,1,HGX27967.1,Unknown,,Unknown.173
1615,1,WP_049984881.1,Unknown,,Unknown.268
1616,11,WP_126114289.1,IV-Non-photo,,IV-Non-photo.368
1617,1,WP_085019909.1,IV-Ykr-2,,IV-Ykr-2.159
1618,2,WP_194715826.1,IV-Non-photo,,IV-Non-photo.141
1619,2,WP_162593543.1,IV-Non-photo,,IV-Non-photo.280
1620,3,WP_039195442.1,IV-Non-photo,,IV-Non-photo.762
1621,1,NYT23721.1,IV-Non-photo,,IV-Non-photo.111
1622,1,WP_196503334.1,IV-Non-photo,,IV-Non-photo.765
1623,1,MBF0430097.1,IV-Ykr-2,,IV-Ykr-2.62
1624,1,RLJ00545.1,Unknown,,Unknown.119
1625,64,AVD29683.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 52, Unknown: 12",I-Eukaryotes/Unknown.27
1626,2,cg1_0.2_scaffold_958_c_17,Unknown,,Unknown.13
1627,1,NKB65859.1,IV-Non-photo,,IV-Non-photo.144
1628,1,HDQ59804.1,Unknown,,Unknown.282
1629,17,AYN53645.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 16, Unknown: 1",I-Eukaryotes/Unknown.4
1630,1,HDM26681.1,Unknown,,Unknown.462
1631,1,TRO45424.1,Unknown,,Unknown.97
1632,4,TARA_137.SAMEA2623295.40.0.22-3_111714_43,Unknown,,Unknown.1089
1633,1,RKX98512.1,Unknown,,Unknown.241
1634,3,Methanocella_paludicola,Unknown,,Unknown.1018
1635,1,WP_048570010.1,IV-DeepYkr,,IV-DeepYkr.20
1636,3,WP_111385924.1,IV-DeepYkr,,IV-DeepYkr.305
1637,3,3QFW_A,IV-DeepYkr,,IV-DeepYkr.411
1638,1,WP_123641166.1,IV-DeepYkr,,IV-DeepYkr.445
1639,6,AAT74843.1,I-Eukaryotes,,I-Eukaryotes.75
1640,2,MRD55071.1,I-CD,,I-CD.150
1641,28,ATW63756.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 26, Unknown: 2",I-Eukaryotes/Unknown.62
1642,2,CAA9262008.1,I-CD,,I-CD.172
1643,1,WP_114798935.1,I-Unclassified,,I-Unclassified.21
1644,7,TARA_142.SAMEA2623513.640.0.22-3_1976832_4,I-CD,,I-CD.189
1645,2,RIFCSPLOWO2_12_FULL_Burkholderiales_61_40_rifcsplowo2_12_scaffold_3815_62,Unknown,,Unknown.7
1646,1,WP_185130907.1,IV-NG1,,IV-NG1.40
1647,1,AAY60774.1,Unknown,,Unknown.982
1648,4,WP_186842416.1,IV-Ykr-2,,IV-Ykr-2.149
1649,6,ADT64952.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 4, Unknown: 2",I-Eukaryotes/Unknown.155
1650,1,HDJ84102.1,Unknown,,Unknown.308
1651,2,HET20929.1,Unknown,,Unknown.379
1652,1,PUA34057.1,Unknown,,Unknown.409
1653,1,MBC8587588.1,IV-Ykr-2,,IV-Ykr-2.185
1654,1,RDE12223.1,IV-Ykr-2,,IV-Ykr-2.76
1655,1,HGU84397.1,IV-Photo,,IV-Photo.98
1656,2,MBE0522156.1,Unknown,,Unknown.82
1657,1,VVB94079.1,Unknown,,Unknown.62
1658,2,YP003726607_Methanohalobium_evestigatum_Z7303,Unknown,,Unknown.1024
1659,2,WP_131196464.1,IV-Non-photo,,IV-Non-photo.609
1660,2,TARA_037.SAMEA2619974.600.0.1-0.22_1115_42,Unknown,,Unknown.1064
1661,2,ACA16223.1,IV-Non-photo,,IV-Non-photo.304
1662,2,WP_176556021.1,IV-Non-photo,,IV-Non-photo.271
1663,1,WP_096278400.1,IV-Non-photo,,IV-Non-photo.35
1664,1,WP_127733316.1,IV-Non-photo,,IV-Non-photo.168
1665,1,WP_166581305.1,IV-Non-photo,,IV-Non-photo.707
1666,1,WP_114187026.1,IV-Non-photo,,IV-Non-photo.644
1667,1,TARA_037.SAMEA2619974.600.0.1-0.22_9014_14,Unknown,,Unknown.1054
1668,1,MBD3285174.1,Unknown,,Unknown.422
1669,1,OJV18023.1,IV-Non-photo,,IV-Non-photo.616
1670,4,WP_058614148.1,IV-Non-photo,,IV-Non-photo.160
1671,1,WP_134760877.1,IV-Non-photo,,IV-Non-photo.236
1672,1,WP_159764760.1,Unknown,,Unknown.238
1673,2,WP_156223907.1,IV-NG2,,IV-NG2.17
1674,1,TWT86004.1,IV-Non-photo,,IV-Non-photo.348
1675,3,OGY43088.1,Unknown,,Unknown.60
1676,3,OPX62480.1,Unknown,,Unknown.617
1677,4,GWE1_Burkholderiales_65_30_gwe1_scaffold_40_673,IV-Non-photo,,IV-Non-photo.2
1678,1,MBE6516809.1,Unknown,,Unknown.632
1679,3,VDD89146.1,III,,III.155
1680,3,PLM4_90_coex_sep16_scaffold_45903_1|PLM4_90cm_coex_sep2016_UNK|PLM4_90cm_coex_sep2016,I-Banda,,I-Banda.15
1681,1,TARA_125.SAMEA2622837.140.0.22-3_2544712_215,IV-GOS_Global,,IV-GOS_Global.83
1682,1,PKO11517.1,IV-DeepYkr,,IV-DeepYkr.143
1683,2,PYP37714.1,IV-DeepYkr,,IV-DeepYkr.125
1684,1,WP_161821048.1,IV-DeepYkr,,IV-DeepYkr.76
1685,2,WP_167084196.1,IV-DeepYkr,,IV-DeepYkr.377
1686,1,AAA87207.1,Unknown,,Unknown.681
1687,5,AIF31415.1,I-New,,I-New.14
1688,1,KAE9591209.1,I-Eukaryotes,,I-Eukaryotes.100
1689,1,PZS03194.1,I-E,,I-E.28
1690,13,TXI26430.1,I-CD,,I-CD.161
1691,8,WP_108136278.1,I-CD,,I-CD.15
1692,11,ADI87206.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 8, Unknown: 3",I-Eukaryotes/Unknown.40
1693,1,MQA15957.1,I-E,,I-E.44
1694,2,MSQ66108.1,I-CD,,I-CD.164
1695,1,PSR21157.1,I-G,,I-G.20
1696,1,RLF49487.1,Unknown,,Unknown.525
1697,6,WP_092614601.1,I-A,,I-A.21
1698,2,ALG72409.1,IV-Non-photo,,IV-Non-photo.794
1699,1,VDD89090.1,III,,III.176
1700,3,MBF0306468.1,Unknown,,Unknown.912
1701,2,gwa2_scaffold_134_63,Unknown,,Unknown.21
1702,2,RLA29832.1,Unknown,,Unknown.902
1703,1,OQX31713.1,Unknown,,Unknown.969
1704,1,NOZ36725.1,Unknown,,Unknown.863
1705,64,CAT99532.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 45, Unknown: 19",I-Eukaryotes/Unknown.52
1706,1,AAP42931.1,Unknown,,Unknown.654
1707,2,HHO66248.1,Unknown,,Unknown.301
1708,1,AAM88814.1,Unknown,,Unknown.720
1709,1,RDE17141.1,IV-Ykr-2,,IV-Ykr-2.81
1710,2,VDD88742.1,III,,III.4
1711,1,PIR25431.1,IV-Photo,,IV-Photo.34
1712,1,RJS75034.1,Unknown,,Unknown.476
1713,18,EJO30418.1,IV-Non-photo,,IV-Non-photo.541
1714,2,cg1_0.2_scaffold_115_c_6,Unknown,,Unknown.18
1715,1,VVB66844.1,Unknown,,Unknown.63
1716,5,VDD88879.1,III,,III.10
1717,2,TXT62727.1,Unknown,,Unknown.339
1718,2,VDD88745.1,III,,III.55
1719,2,WP_144768631.1,IV-Non-photo,,IV-Non-photo.59
1720,1,WP_184146637.1,IV-Non-photo,,IV-Non-photo.262
1721,1,WP_187782454.1,IV-Non-photo,,IV-Non-photo.668
1722,1,WP_068884908.1,IV-Non-photo,,IV-Non-photo.157
1723,1,VDD88873.1,III,,III.60
1724,1,WP_142823731.1,IV-Non-photo,,IV-Non-photo.612
1725,1,WP_100405522.1,IV-NG1,,IV-NG1.49
1726,1,WP_161958430.1,IV-NG2,,IV-NG2.66
1727,1,PIN77236.1,Unknown,,Unknown.209
1728,1,WP_135827008.1,Unknown,,Unknown.217
1729,4,WP_192537086.1,IV-Non-photo,,IV-Non-photo.522
1730,2,WP_153261782.1,IV-NG2,,IV-NG2.57
1731,1,WP_101919995.1,IV-Non-photo,,IV-Non-photo.597
1732,2,RIFCSPHIGHO2_12_FULL_Burkholderiales_69_20_rifcsphigho2_12_scaffold_3979_2,IV-Non-photo,,IV-Non-photo.3
1733,1,WP_134143928.1,IV-Non-photo,,IV-Non-photo.700
1734,1,WP_191311984.1,IV-Non-photo,,IV-Non-photo.626
1735,8,VDD88836.1,III/Unknown,"Unknown: 5, III: 3",III/Unknown.26
1736,30,CCA83972.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 27, Unknown: 3",I-Eukaryotes/Unknown.110
1737,1,WP_131807513.1,IV-NG2,,IV-NG2.56
1738,1,NHI93946.1,Unknown,,Unknown.345
1739,1,NLF89363.1,Unknown,,Unknown.191
1740,8,AAS58168.1,I-Eukaryotes,,I-Eukaryotes.30
1741,1,NTV52076.1,IV-DeepYkr,,IV-DeepYkr.35
1742,2,WP_096385503.1,IV-Ykr,,IV-Ykr.17
1743,1,NMB85946.1,Unknown,,Unknown.511
1744,1,WP_071795910.1,IV-DeepYkr,,IV-DeepYkr.446
1745,1,MBD3763194.1,IV-DeepYkr,,IV-DeepYkr.412
1746,1,SEH73129.1,Unknown,,Unknown.638
1747,2,WP_168789094.1,I-CD,,I-CD.100
1748,12,QER45747.1,II/Unknown,"Unknown: 11, II: 1",II/Unknown.10
1749,1,PZS19536.1,I-Unclassified,,I-Unclassified.1
1750,6,HIA09057.1,I-CD,,I-CD.103
1751,2,OGA17987.1,I-CD,,I-CD.87
1752,1,AMQ33484.1,Unknown,,Unknown.668
1753,136,QCO91631.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 128, Unknown: 8",I-Eukaryotes/Unknown.86
1754,6,AAF16885.1,I-Eukaryotes/Unknown,"Unknown: 3, I-Eukaryotes: 3",I-Eukaryotes/Unknown.138
1755,1,NP_074963.1,I-Eukaryotes,,I-Eukaryotes.1
1756,1,VVC04594.1,Unknown,,Unknown.657
1757,1,MBA4337135.1,Unknown,,Unknown.666
1758,6,NCN43256.1,Unknown,,Unknown.859
1759,9,NCS64964.1,Unknown,,Unknown.865
1760,5,WP_046535302.1,Unknown,,Unknown.956
1761,1,ASD44464.1,Unknown,,Unknown.752
1762,2,RIFCSPHIGHO2_02_FULL_CP_44_16_rifcsphigho2_02_scaffold_1846_14,IV-Photo,,IV-Photo.1
1763,4,MBE0490585.1,Unknown,,Unknown.943
1764,1,PKQ22254.1,IV-Ykr-2,,IV-Ykr-2.122
1765,1,HGY28059.1,Unknown,,Unknown.707
1766,5,WP_168668194.1,IV-Photo,,IV-Photo.61
1767,2,WP_075222268.1,IV-Non-photo,,IV-Non-photo.505
1768,2,TAL56381.1,IV-Non-photo,,IV-Non-photo.76
1769,4,WP_121323666.1,IV-Non-photo,,IV-Non-photo.340
1770,1,TARA_037.SAMEA2619974.600.0.1-0.22_26363_5,Unknown,,Unknown.1076
1771,2,WP_076660857.1,IV-Non-photo,,IV-Non-photo.139
1772,1,MBD3249003.1,Unknown,,Unknown.212
1773,1,WP_108355221.1,IV-Non-photo,,IV-Non-photo.40
1774,2,TARA_039.SAMEA2620106.270.0.1-0.22_1013_16,Unknown,,Unknown.1061
1775,1,WP_044427088.1,IV-Non-photo,,IV-Non-photo.240
1776,1,WP_037449805.1,IV-Non-photo,,IV-Non-photo.198
1777,2,WP_066123510.1,IV-Non-photo,,IV-Non-photo.661
1778,1,WP_119152499.1,IV-NG1,,IV-NG1.47
1779,5,MBA4269803.1,IV-Non-photo,,IV-Non-photo.307
